scroll_id,dag_depth,complexity,fork_score,unit_type,latency_ms,energy_w,timestamp
scroll_07223,2,0.94,1.88,sniper_pair,0.829,0.0118,2025-01-12T10:34:08.057106
scroll_07224,4,0.68,2.72,fireteam,0.858,0.014,2024-12-26T10:34:08.057116
scroll_07225,6,0.43,2.58,fireteam,0.879,0.0138,2024-10-18T10:34:08.057126
scroll_07226,2,0.42,0.84,sniper_pair,0.759,0.0109,2024-09-19T10:34:08.057142
scroll_07227,6,0.94,5.64,company,1.502,0.0203,2024-06-26T10:34:08.057157
scroll_07228,5,0.51,2.55,fireteam,0.844,0.0147,2024-11-07T10:34:08.057168
scroll_07229,4,0.68,2.72,fireteam,0.909,0.0152,2025-01-06T10:34:08.057178
scroll_07230,3,0.99,2.9699999999999998,fireteam,0.972,0.0138,2024-08-22T10:34:08.057188
scroll_07231,2,0.52,1.04,sniper_pair,0.782,0.0121,2024-11-27T10:34:08.057198
scroll_07232,2,0.97,1.94,sniper_pair,0.903,0.012,2024-12-14T10:34:08.057209
scroll_07233,5,0.5,2.5,fireteam,0.911,0.0142,2024-08-30T10:34:08.057219
scroll_07234,5,0.49,2.45,sniper_pair,0.731,0.0099,2024-07-12T10:34:08.057229
scroll_07235,6,0.85,5.1,platoon,1.199,0.019,2025-02-05T10:34:08.057239
scroll_07236,3,0.74,2.2199999999999998,sniper_pair,0.769,0.0116,2025-05-03T10:34:08.057249
scroll_07237,3,0.94,2.82,fireteam,0.998,0.0147,2024-11-10T10:34:08.057259
scroll_07238,2,0.6,1.2,sniper_pair,0.865,0.0103,2025-03-26T10:34:08.057269
scroll_07239,3,0.57,1.71,sniper_pair,0.851,0.0112,2025-02-06T10:34:08.057279
scroll_07240,6,0.84,5.04,platoon,1.181,0.02,2024-12-22T10:34:08.057294
scroll_07241,2,0.58,1.16,sniper_pair,0.817,0.0123,2025-03-30T10:34:08.057304
scroll_07242,4,0.84,3.36,fireteam,0.895,0.0143,2024-08-14T10:34:08.057314
scroll_07243,3,0.7,2.0999999999999996,sniper_pair,0.737,0.013,2024-07-24T10:34:08.057324
scroll_07244,4,0.51,2.04,sniper_pair,0.805,0.0114,2024-05-23T10:34:08.057338
scroll_07245,4,0.42,1.68,sniper_pair,0.804,0.0129,2024-09-01T10:34:08.057360
scroll_07246,2,0.47,0.94,sniper_pair,0.821,0.0124,2024-12-03T10:34:08.057375
scroll_07247,4,0.63,2.52,fireteam,1.021,0.0136,2025-01-19T10:34:08.057386
scroll_07248,5,0.61,3.05,fireteam,0.887,0.011,2025-03-18T10:34:08.057396
scroll_07249,2,0.58,1.16,sniper_pair,0.824,0.012,2024-05-25T10:34:08.057406
scroll_07250,5,0.91,4.55,platoon,1.185,0.0178,2025-01-16T10:34:08.057416
scroll_07251,5,0.62,3.1,fireteam,0.878,0.0145,2024-08-03T10:34:08.057429
scroll_07252,2,0.74,1.48,sniper_pair,0.772,0.0129,2024-08-25T10:34:08.057445
scroll_07253,3,0.87,2.61,fireteam,0.83,0.015,2024-09-18T10:34:08.057464
scroll_07254,4,0.81,3.24,fireteam,0.838,0.0129,2024-12-27T10:34:08.057475
scroll_07255,5,0.82,4.1,squad,0.965,0.0185,2025-03-29T10:34:08.057485
scroll_07256,2,0.78,1.56,sniper_pair,0.83,0.0135,2024-11-25T10:34:08.057495
scroll_07257,2,0.78,1.56,sniper_pair,0.695,0.0127,2024-11-04T10:34:08.057507
scroll_07258,5,0.79,3.95,squad,1.019,0.0152,2024-08-14T10:34:08.057522
scroll_07259,5,0.45,2.25,sniper_pair,0.79,0.0125,2024-12-23T10:34:08.057535
scroll_07260,5,0.92,4.6000000000000005,platoon,1.098,0.0185,2025-03-13T10:34:08.057546
scroll_07261,3,0.64,1.92,sniper_pair,0.828,0.0113,2024-12-11T10:34:08.057556
scroll_07262,6,0.42,2.52,fireteam,0.959,0.0139,2025-04-27T10:34:08.057566
scroll_07263,5,0.74,3.7,squad,1.12,0.0158,2024-07-12T10:34:08.057577
scroll_07264,4,0.97,3.88,squad,0.975,0.016,2024-06-04T10:34:08.057587
scroll_07265,4,0.66,2.64,fireteam,0.956,0.013,2024-11-01T10:34:08.057597
scroll_07266,3,0.56,1.6800000000000002,sniper_pair,0.781,0.0121,2024-12-17T10:34:08.057607
scroll_07267,5,0.64,3.2,fireteam,0.898,0.0137,2025-04-14T10:34:08.057620
scroll_07268,6,0.69,4.14,squad,1.031,0.0169,2025-03-19T10:34:08.057638
scroll_07269,2,0.49,0.98,sniper_pair,0.777,0.0108,2024-10-01T10:34:08.057653
scroll_07270,2,0.5,1.0,sniper_pair,0.725,0.0115,2024-09-10T10:34:08.057663
scroll_07271,3,0.47,1.41,sniper_pair,0.829,0.0111,2024-11-25T10:34:08.057673
scroll_07272,5,0.92,4.6000000000000005,platoon,1.149,0.0189,2024-09-18T10:34:08.057686
scroll_07273,3,0.58,1.7399999999999998,sniper_pair,0.83,0.0115,2025-03-02T10:34:08.057704
scroll_07274,6,0.78,4.68,platoon,1.185,0.0175,2024-12-20T10:34:08.057720
scroll_07275,4,0.43,1.72,sniper_pair,0.846,0.0125,2025-04-24T10:34:08.057730
scroll_07276,4,0.96,3.84,squad,1.058,0.0181,2025-02-10T10:34:08.057745
scroll_07277,5,0.61,3.05,fireteam,0.845,0.0153,2025-03-26T10:34:08.057761
scroll_07278,4,0.78,3.12,fireteam,0.843,0.0116,2025-04-07T10:34:08.057771
scroll_07279,4,0.72,2.88,fireteam,0.914,0.0132,2025-03-19T10:34:08.057781
scroll_07280,3,0.82,2.46,sniper_pair,0.827,0.0129,2024-11-07T10:34:08.057791
scroll_07281,3,0.83,2.4899999999999998,sniper_pair,0.771,0.0123,2025-05-04T10:34:08.057801
scroll_07282,6,0.77,4.62,platoon,1.235,0.0176,2024-09-17T10:34:08.057811
scroll_07283,3,0.41,1.23,sniper_pair,0.719,0.0118,2024-10-30T10:34:08.057829
scroll_07284,6,0.58,3.4799999999999995,fireteam,0.913,0.0127,2025-04-27T10:34:08.057839
scroll_07285,4,0.7,2.8,fireteam,0.91,0.0145,2025-03-22T10:34:08.057850
scroll_07286,5,0.71,3.55,squad,0.974,0.0167,2024-08-27T10:34:08.057860
scroll_07287,6,0.91,5.46,platoon,1.178,0.0203,2024-09-07T10:34:08.057870
scroll_07288,2,1.0,2.0,sniper_pair,0.832,0.0126,2024-10-13T10:34:08.057882
scroll_07289,6,0.52,3.12,fireteam,0.923,0.0148,2024-11-13T10:34:08.057900
scroll_07290,2,0.64,1.28,sniper_pair,0.774,0.0118,2024-08-22T10:34:08.057917
scroll_07291,3,0.47,1.41,sniper_pair,0.759,0.0129,2024-12-10T10:34:08.057928
scroll_07292,4,0.64,2.56,fireteam,0.931,0.0144,2024-07-24T10:34:08.057939
scroll_07293,4,0.48,1.92,sniper_pair,0.857,0.0127,2024-10-27T10:34:08.057954
scroll_07294,3,0.51,1.53,sniper_pair,0.736,0.0125,2025-05-03T10:34:08.057972
scroll_07295,5,0.89,4.45,squad,1.054,0.0163,2025-02-06T10:34:08.057995
scroll_07296,3,0.53,1.59,sniper_pair,0.886,0.0105,2024-11-12T10:34:08.058006
scroll_07297,4,0.84,3.36,fireteam,0.991,0.0131,2024-06-06T10:34:08.058016
scroll_07298,6,0.75,4.5,platoon,1.144,0.0202,2024-10-01T10:34:08.058027
scroll_07299,4,0.47,1.88,sniper_pair,0.781,0.0125,2025-02-23T10:34:08.058037
scroll_07300,6,0.54,3.24,fireteam,0.926,0.0127,2025-03-28T10:34:08.058047
scroll_07301,5,0.86,4.3,squad,1.0,0.0165,2024-08-24T10:34:08.058066
scroll_07302,3,0.96,2.88,fireteam,0.841,0.0144,2025-01-12T10:34:08.058079
scroll_07303,5,0.52,2.6,fireteam,0.95,0.0139,2024-09-26T10:34:08.058089
scroll_07304,6,0.63,3.7800000000000002,squad,1.039,0.0174,2024-08-04T10:34:08.058101
scroll_07305,5,0.99,4.95,platoon,1.194,0.0196,2025-01-21T10:34:08.058119
scroll_07306,3,0.55,1.6500000000000001,sniper_pair,0.876,0.0134,2025-05-12T10:34:08.058131
scroll_07307,6,0.79,4.74,platoon,1.059,0.0183,2025-03-28T10:34:08.058141
scroll_07308,5,0.48,2.4,sniper_pair,0.786,0.012,2024-07-27T10:34:08.058155
scroll_07309,6,0.63,3.7800000000000002,squad,1.034,0.0188,2024-07-05T10:34:08.058171
scroll_07310,2,0.56,1.12,sniper_pair,0.814,0.0115,2024-12-26T10:34:08.058182
scroll_07311,3,0.55,1.6500000000000001,sniper_pair,0.758,0.0105,2024-07-19T10:34:08.058191
scroll_07312,2,0.83,1.66,sniper_pair,0.752,0.0106,2024-05-26T10:34:08.058202
scroll_07313,3,0.68,2.04,sniper_pair,0.884,0.0124,2025-04-07T10:34:08.058216
scroll_07314,2,0.9,1.8,sniper_pair,0.871,0.0103,2025-01-03T10:34:08.058234
scroll_07315,4,0.71,2.84,fireteam,0.962,0.0143,2024-11-17T10:34:08.058246
scroll_07316,3,0.69,2.07,sniper_pair,0.801,0.0114,2024-11-30T10:34:08.058257
scroll_07317,4,0.72,2.88,fireteam,0.892,0.0152,2025-05-05T10:34:08.058267
scroll_07318,4,0.47,1.88,sniper_pair,0.813,0.0117,2025-04-02T10:34:08.058277
scroll_07319,5,0.7,3.5,squad,1.046,0.017,2025-04-05T10:34:08.058288
scroll_07320,4,0.72,2.88,fireteam,0.889,0.0139,2024-08-28T10:34:08.058298
scroll_07321,4,0.73,2.92,fireteam,0.812,0.0152,2025-01-21T10:34:08.058308
scroll_07322,3,0.82,2.46,sniper_pair,0.79,0.0125,2024-12-27T10:34:08.058318
scroll_07323,6,0.54,3.24,fireteam,0.947,0.0143,2024-06-03T10:34:08.058328
scroll_07324,2,0.83,1.66,sniper_pair,0.753,0.0137,2025-02-07T10:34:08.058338
scroll_07325,4,0.51,2.04,sniper_pair,0.734,0.0113,2024-11-19T10:34:08.058349
scroll_07326,5,0.67,3.35,fireteam,0.844,0.0144,2024-11-30T10:34:08.058360
scroll_07327,2,0.6,1.2,sniper_pair,0.808,0.013,2025-05-04T10:34:08.058370
scroll_07328,4,0.45,1.8,sniper_pair,0.841,0.0116,2024-07-14T10:34:08.058380
scroll_07329,4,0.62,2.48,sniper_pair,0.752,0.0102,2024-08-08T10:34:08.058390
scroll_07330,4,0.45,1.8,sniper_pair,0.722,0.0128,2024-11-12T10:34:08.058401
scroll_07331,3,0.76,2.2800000000000002,sniper_pair,0.804,0.0135,2024-09-29T10:34:08.058411
scroll_07332,6,0.8,4.800000000000001,platoon,1.226,0.0188,2024-09-21T10:34:08.058436
scroll_07333,2,0.52,1.04,sniper_pair,0.788,0.0117,2024-09-08T10:34:08.058450
scroll_07334,3,0.56,1.6800000000000002,sniper_pair,0.78,0.011,2024-12-19T10:34:08.058461
scroll_07335,6,0.7,4.199999999999999,squad,0.986,0.0168,2025-04-04T10:34:08.058471
scroll_07336,6,0.58,3.4799999999999995,fireteam,0.874,0.0131,2024-08-19T10:34:08.058481
scroll_07337,4,0.48,1.92,sniper_pair,0.826,0.0119,2025-04-10T10:34:08.058491
scroll_07338,2,0.69,1.38,sniper_pair,0.786,0.0107,2025-05-10T10:34:08.058501
scroll_07339,4,0.54,2.16,sniper_pair,0.702,0.0118,2025-05-03T10:34:08.058515
scroll_07340,3,0.75,2.25,sniper_pair,0.747,0.012,2025-03-22T10:34:08.058539
scroll_07341,2,0.95,1.9,sniper_pair,0.815,0.0134,2025-01-12T10:34:08.058553
scroll_07342,2,0.84,1.68,sniper_pair,0.779,0.0117,2025-03-30T10:34:08.058564
scroll_07343,2,0.67,1.34,sniper_pair,0.865,0.0128,2024-11-19T10:34:08.058574
scroll_07344,5,0.44,2.2,sniper_pair,0.895,0.0105,2025-02-15T10:34:08.058584
scroll_07345,4,0.97,3.88,squad,1.056,0.0177,2024-09-11T10:34:08.058594
scroll_07346,6,0.62,3.7199999999999998,squad,0.892,0.0157,2025-03-23T10:34:08.058605
scroll_07347,2,0.55,1.1,sniper_pair,0.73,0.0142,2024-07-07T10:34:08.058617
scroll_07348,6,0.71,4.26,squad,1.042,0.0173,2025-02-25T10:34:08.058627
scroll_07349,4,0.71,2.84,fireteam,0.922,0.0132,2025-04-26T10:34:08.058637
scroll_07350,4,0.55,2.2,sniper_pair,0.741,0.0121,2025-02-04T10:34:08.058651
scroll_07351,6,0.63,3.7800000000000002,squad,1.033,0.0168,2024-05-23T10:34:08.058663
scroll_07352,2,0.91,1.82,sniper_pair,0.803,0.0112,2024-06-03T10:34:08.058673
scroll_07353,5,0.51,2.55,fireteam,0.891,0.0139,2025-04-19T10:34:08.058683
scroll_07354,6,0.64,3.84,squad,0.93,0.0181,2024-12-07T10:34:08.058697
scroll_07355,2,0.78,1.56,sniper_pair,0.789,0.0099,2025-02-13T10:34:08.058715
scroll_07356,4,0.77,3.08,fireteam,0.998,0.0142,2024-06-13T10:34:08.058730
scroll_07357,3,0.64,1.92,sniper_pair,0.725,0.0124,2025-01-10T10:34:08.058743
scroll_07358,5,0.92,4.6000000000000005,platoon,1.106,0.019,2024-11-09T10:34:08.058759
scroll_07359,5,0.76,3.8,squad,1.088,0.0173,2025-04-01T10:34:08.058773
scroll_07360,6,0.86,5.16,platoon,1.2,0.0189,2024-08-09T10:34:08.058787
scroll_07361,5,0.52,2.6,fireteam,0.904,0.0126,2025-03-06T10:34:08.058798
scroll_07362,5,0.51,2.55,fireteam,0.84,0.0117,2024-08-30T10:34:08.058808
scroll_07363,6,0.76,4.5600000000000005,platoon,1.231,0.0196,2025-01-27T10:34:08.058818
scroll_07364,2,0.92,1.84,sniper_pair,0.776,0.0123,2025-04-05T10:34:08.058828
scroll_07365,4,0.47,1.88,sniper_pair,0.821,0.012,2024-08-05T10:34:08.058842
scroll_07366,3,0.86,2.58,fireteam,0.945,0.0122,2025-01-08T10:34:08.058852
scroll_07367,6,0.86,5.16,platoon,1.165,0.0203,2024-12-02T10:34:08.058863
scroll_07368,6,0.87,5.22,platoon,1.167,0.0172,2024-10-26T10:34:08.058876
scroll_07369,4,0.54,2.16,sniper_pair,0.761,0.0116,2025-02-28T10:34:08.058886
scroll_07370,3,0.68,2.04,sniper_pair,0.778,0.0137,2025-03-08T10:34:08.058897
scroll_07371,6,0.78,4.68,platoon,1.167,0.0184,2025-04-10T10:34:08.058907
scroll_07372,2,0.84,1.68,sniper_pair,0.788,0.0111,2024-08-24T10:34:08.058921
scroll_07373,5,0.85,4.25,squad,0.962,0.0188,2024-11-02T10:34:08.058934
scroll_07374,6,0.82,4.92,platoon,1.197,0.0188,2024-08-21T10:34:08.058944
scroll_07375,4,0.6,2.4,sniper_pair,0.839,0.0119,2025-04-10T10:34:08.058955
scroll_07376,6,0.92,5.5200000000000005,company,1.569,0.02,2024-11-13T10:34:08.058971
scroll_07377,2,0.73,1.46,sniper_pair,0.767,0.0119,2024-09-11T10:34:08.058989
scroll_07378,3,0.68,2.04,sniper_pair,0.845,0.0104,2024-08-20T10:34:08.059003
scroll_07379,2,0.6,1.2,sniper_pair,0.81,0.0118,2024-09-30T10:34:08.059015
scroll_07380,3,0.87,2.61,fireteam,0.841,0.0138,2025-05-16T10:34:08.059028
scroll_07381,3,0.41,1.23,sniper_pair,0.788,0.013,2024-10-10T10:34:08.059045
scroll_07382,3,0.53,1.59,sniper_pair,0.775,0.0113,2024-10-17T10:34:08.059062
scroll_07383,5,0.91,4.55,platoon,1.072,0.0193,2024-12-26T10:34:08.059079
scroll_07384,2,0.98,1.96,sniper_pair,0.863,0.013,2024-11-20T10:34:08.059097
scroll_07385,3,0.4,1.2000000000000002,sniper_pair,0.902,0.0119,2025-01-30T10:34:08.059115
scroll_07386,3,0.84,2.52,fireteam,0.917,0.0132,2025-02-01T10:34:08.059126
scroll_07387,3,0.41,1.23,sniper_pair,0.795,0.0132,2024-10-26T10:34:08.059145
scroll_07388,5,0.67,3.35,fireteam,0.844,0.0147,2024-08-20T10:34:08.059167
scroll_07389,5,0.84,4.2,squad,1.025,0.0147,2024-08-05T10:34:08.059178
scroll_07390,6,0.93,5.58,company,1.476,0.0204,2024-10-25T10:34:08.059191
scroll_07391,5,0.64,3.2,fireteam,0.882,0.0131,2024-06-28T10:34:08.059208
scroll_07392,6,0.58,3.4799999999999995,fireteam,0.913,0.0144,2024-06-06T10:34:08.059223
scroll_07393,6,0.65,3.9000000000000004,squad,1.043,0.0168,2024-12-13T10:34:08.059233
scroll_07394,2,0.76,1.52,sniper_pair,0.794,0.0128,2024-12-04T10:34:08.059243
scroll_07395,3,0.55,1.6500000000000001,sniper_pair,0.838,0.0127,2025-01-02T10:34:08.059254
scroll_07396,5,0.69,3.4499999999999997,fireteam,0.808,0.0139,2024-10-24T10:34:08.059264
scroll_07397,2,0.69,1.38,sniper_pair,0.798,0.0135,2024-09-07T10:34:08.059274
scroll_07398,5,0.71,3.55,squad,0.954,0.016,2025-03-08T10:34:08.059284
scroll_07399,4,0.68,2.72,fireteam,0.898,0.0134,2024-08-19T10:34:08.059302
scroll_07400,6,0.68,4.08,squad,1.022,0.0163,2025-02-23T10:34:08.059327
scroll_07401,5,0.41,2.05,sniper_pair,0.782,0.0126,2025-02-17T10:34:08.059339
scroll_07402,2,0.89,1.78,sniper_pair,0.859,0.0122,2024-10-31T10:34:08.059350
scroll_07403,6,0.4,2.4000000000000004,sniper_pair,0.771,0.0135,2025-04-20T10:34:08.059360
scroll_07404,2,0.88,1.76,sniper_pair,0.764,0.0122,2024-11-03T10:34:08.059374
scroll_07405,6,0.54,3.24,fireteam,0.868,0.0129,2025-02-26T10:34:08.059390
scroll_07406,6,0.68,4.08,squad,1.051,0.017,2025-01-28T10:34:08.059401
scroll_07407,6,0.54,3.24,fireteam,0.917,0.0147,2024-09-27T10:34:08.059411
scroll_07408,6,0.41,2.46,sniper_pair,0.782,0.0124,2024-07-13T10:34:08.059421
scroll_07409,2,0.53,1.06,sniper_pair,0.707,0.0141,2024-09-26T10:34:08.059431
scroll_07410,3,0.93,2.79,fireteam,0.932,0.015,2025-03-26T10:34:08.059441
scroll_07411,3,0.41,1.23,sniper_pair,0.808,0.0105,2025-05-07T10:34:08.059452
scroll_07412,2,0.47,0.94,sniper_pair,0.816,0.013,2024-10-15T10:34:08.059466
scroll_07413,5,0.63,3.15,fireteam,0.778,0.0141,2025-01-07T10:34:08.059476
scroll_07414,3,0.41,1.23,sniper_pair,0.822,0.0102,2025-03-26T10:34:08.059487
scroll_07415,5,0.59,2.9499999999999997,fireteam,0.878,0.015,2024-08-26T10:34:08.059504
scroll_07416,6,0.85,5.1,platoon,1.239,0.0189,2025-01-09T10:34:08.059527
scroll_07417,6,0.86,5.16,platoon,1.178,0.0197,2025-03-05T10:34:08.059537
scroll_07418,3,0.69,2.07,sniper_pair,0.88,0.0113,2024-07-30T10:34:08.059548
scroll_07419,6,0.98,5.88,company,1.424,0.0203,2025-01-21T10:34:08.059558
scroll_07420,3,0.79,2.37,sniper_pair,0.758,0.011,2025-01-17T10:34:08.059568
scroll_07421,2,0.69,1.38,sniper_pair,0.745,0.0125,2025-04-05T10:34:08.059579
scroll_07422,2,0.77,1.54,sniper_pair,0.804,0.0129,2024-12-16T10:34:08.059597
scroll_07423,4,0.89,3.56,squad,1.048,0.0173,2025-05-06T10:34:08.059623
scroll_07424,3,0.43,1.29,sniper_pair,0.835,0.0108,2024-08-04T10:34:08.059633
scroll_07425,4,0.68,2.72,fireteam,0.886,0.0154,2025-03-22T10:34:08.059644
scroll_07426,4,0.84,3.36,fireteam,0.861,0.0138,2024-10-18T10:34:08.059656
scroll_07427,6,0.46,2.7600000000000002,fireteam,0.929,0.0147,2024-11-15T10:34:08.059666
scroll_07428,6,0.92,5.5200000000000005,company,1.428,0.0183,2025-05-15T10:34:08.059676
scroll_07429,6,0.68,4.08,squad,0.995,0.0154,2024-09-27T10:34:08.059686
scroll_07430,6,0.44,2.64,fireteam,0.886,0.0143,2024-10-03T10:34:08.059697
scroll_07431,5,0.91,4.55,platoon,1.157,0.0199,2025-05-02T10:34:08.059707
scroll_07432,3,0.45,1.35,sniper_pair,0.831,0.0107,2024-08-21T10:34:08.059717
scroll_07433,4,0.5,2.0,sniper_pair,0.825,0.0125,2025-01-30T10:34:08.059727
scroll_07434,5,0.96,4.8,platoon,1.253,0.0188,2024-05-16T10:34:08.059737
scroll_07435,3,0.63,1.8900000000000001,sniper_pair,0.784,0.0134,2024-08-23T10:34:08.059748
scroll_07436,6,0.53,3.18,fireteam,0.864,0.0133,2025-02-12T10:34:08.059761
scroll_07437,5,0.48,2.4,sniper_pair,0.687,0.0122,2025-05-05T10:34:08.059780
scroll_07438,3,0.76,2.2800000000000002,sniper_pair,0.795,0.0116,2024-05-28T10:34:08.059799
scroll_07439,2,0.63,1.26,sniper_pair,0.709,0.0133,2024-07-30T10:34:08.059813
scroll_07440,3,0.92,2.7600000000000002,fireteam,0.88,0.0135,2024-11-01T10:34:08.059824
scroll_07441,2,0.92,1.84,sniper_pair,0.745,0.0116,2025-02-16T10:34:08.059834
scroll_07442,2,0.83,1.66,sniper_pair,0.76,0.0125,2024-09-20T10:34:08.059848
scroll_07443,2,0.55,1.1,sniper_pair,0.846,0.0133,2024-07-07T10:34:08.059859
scroll_07444,6,0.85,5.1,platoon,1.2,0.0208,2024-10-30T10:34:08.059876
scroll_07445,4,0.73,2.92,fireteam,0.809,0.0142,2024-06-22T10:34:08.059893
scroll_07446,4,0.43,1.72,sniper_pair,0.712,0.0127,2025-02-19T10:34:08.059904
scroll_07447,6,0.57,3.42,fireteam,0.881,0.016,2025-03-26T10:34:08.059914
scroll_07448,6,0.82,4.92,platoon,1.166,0.018,2025-03-22T10:34:08.059924
scroll_07449,5,0.87,4.35,squad,1.087,0.0195,2024-07-20T10:34:08.059934
scroll_07450,6,0.85,5.1,platoon,1.247,0.0202,2024-07-05T10:34:08.059944
scroll_07451,3,0.45,1.35,sniper_pair,0.763,0.0131,2024-12-25T10:34:08.059956
scroll_07452,3,0.61,1.83,sniper_pair,0.804,0.0111,2024-09-29T10:34:08.059967
scroll_07453,5,0.91,4.55,platoon,1.251,0.0185,2024-08-25T10:34:08.059977
scroll_07454,2,0.48,0.96,sniper_pair,0.823,0.0113,2024-12-05T10:34:08.059987
scroll_07455,4,0.43,1.72,sniper_pair,0.77,0.0105,2024-11-30T10:34:08.059999
scroll_07456,3,0.55,1.6500000000000001,sniper_pair,0.793,0.0102,2025-05-12T10:34:08.060017
scroll_07457,6,0.87,5.22,platoon,1.236,0.0195,2025-02-13T10:34:08.060041
scroll_07458,3,0.77,2.31,sniper_pair,0.853,0.0131,2024-12-25T10:34:08.060052
scroll_07459,2,0.42,0.84,sniper_pair,0.749,0.0127,2024-09-25T10:34:08.060062
scroll_07460,4,0.73,2.92,fireteam,0.934,0.0123,2024-09-20T10:34:08.060076
scroll_07461,3,0.89,2.67,fireteam,0.974,0.0141,2024-08-24T10:34:08.060090
scroll_07462,3,0.89,2.67,fireteam,0.917,0.0144,2024-11-12T10:34:08.060107
scroll_07463,2,0.69,1.38,sniper_pair,0.8,0.0115,2024-11-28T10:34:08.060129
scroll_07464,4,0.79,3.16,fireteam,0.823,0.0121,2024-10-04T10:34:08.060150
scroll_07465,2,0.73,1.46,sniper_pair,0.967,0.0125,2024-08-17T10:34:08.060161
scroll_07466,2,0.92,1.84,sniper_pair,0.779,0.0146,2024-05-17T10:34:08.060171
scroll_07467,2,0.9,1.8,sniper_pair,0.927,0.0127,2024-11-08T10:34:08.060181
scroll_07468,5,0.6,3.0,fireteam,0.905,0.0152,2025-03-23T10:34:08.060199
scroll_07469,4,0.59,2.36,sniper_pair,0.804,0.0124,2025-01-18T10:34:08.060229
scroll_07470,4,0.7,2.8,fireteam,0.885,0.0138,2025-05-16T10:34:08.060240
scroll_07471,5,0.54,2.7,fireteam,0.87,0.0155,2025-02-02T10:34:08.060250
scroll_07472,4,0.61,2.44,sniper_pair,0.748,0.014,2024-10-18T10:34:08.060262
scroll_07473,3,0.98,2.94,fireteam,0.903,0.0153,2024-07-28T10:34:08.060285
scroll_07474,5,0.77,3.85,squad,0.999,0.0168,2024-12-29T10:34:08.060296
scroll_07475,3,0.91,2.73,fireteam,0.822,0.0148,2024-11-23T10:34:08.060308
scroll_07476,6,0.74,4.4399999999999995,squad,0.981,0.0168,2024-10-25T10:34:08.060319
scroll_07477,6,0.83,4.9799999999999995,platoon,1.149,0.0196,2024-06-06T10:34:08.060330
scroll_07478,4,0.53,2.12,sniper_pair,0.796,0.0117,2024-11-26T10:34:08.060343
scroll_07479,4,0.57,2.28,sniper_pair,0.814,0.0112,2024-09-07T10:34:08.060354
scroll_07480,4,0.63,2.52,fireteam,0.793,0.0146,2024-10-27T10:34:08.060363
scroll_07481,2,0.82,1.64,sniper_pair,0.791,0.0119,2024-06-11T10:34:08.060379
scroll_07482,4,0.98,3.92,squad,1.042,0.0163,2024-10-30T10:34:08.060402
scroll_07483,3,0.98,2.94,fireteam,0.929,0.0128,2024-11-20T10:34:08.060413
scroll_07484,3,0.46,1.3800000000000001,sniper_pair,0.736,0.0119,2025-03-24T10:34:08.060439
scroll_07485,6,0.53,3.18,fireteam,0.938,0.0128,2025-04-30T10:34:08.060454
scroll_07486,6,0.9,5.4,platoon,1.226,0.0183,2025-04-13T10:34:08.060470
scroll_07487,6,0.81,4.86,platoon,1.194,0.0186,2024-08-12T10:34:08.060486
scroll_07488,4,0.98,3.92,squad,1.077,0.0179,2025-04-10T10:34:08.060502
scroll_07489,2,0.67,1.34,sniper_pair,0.807,0.0123,2024-11-28T10:34:08.060519
scroll_07490,3,0.77,2.31,sniper_pair,0.776,0.0125,2025-04-30T10:34:08.060536
scroll_07491,4,0.72,2.88,fireteam,0.89,0.0138,2024-07-04T10:34:08.060553
scroll_07492,3,0.93,2.79,fireteam,0.976,0.0116,2024-11-11T10:34:08.060571
scroll_07493,2,0.81,1.62,sniper_pair,0.801,0.0111,2024-12-30T10:34:08.060589
scroll_07494,4,0.47,1.88,sniper_pair,0.75,0.0123,2025-03-16T10:34:08.060606
scroll_07495,3,0.83,2.4899999999999998,sniper_pair,0.846,0.0116,2024-06-14T10:34:08.060623
scroll_07496,2,0.58,1.16,sniper_pair,0.801,0.0132,2024-12-28T10:34:08.060646
scroll_07497,5,0.79,3.95,squad,0.988,0.0174,2024-10-17T10:34:08.060664
scroll_07498,6,0.67,4.0200000000000005,squad,1.018,0.0171,2024-05-30T10:34:08.060682
scroll_07499,4,0.9,3.6,squad,1.046,0.0181,2025-04-17T10:34:08.060698
scroll_07500,3,0.97,2.91,fireteam,0.857,0.0144,2024-09-05T10:34:08.060721
scroll_07501,5,0.71,3.55,squad,1.016,0.0153,2025-02-16T10:34:08.060743
scroll_07502,4,0.4,1.6,sniper_pair,0.846,0.0134,2025-03-05T10:34:08.060760
scroll_07503,2,0.68,1.36,sniper_pair,0.741,0.0131,2024-12-24T10:34:08.060777
scroll_07504,2,0.7,1.4,sniper_pair,0.862,0.0125,2024-11-14T10:34:08.060793
scroll_07505,2,0.7,1.4,sniper_pair,0.83,0.0147,2024-12-02T10:34:08.060810
scroll_07506,2,0.81,1.62,sniper_pair,0.684,0.0118,2024-12-17T10:34:08.060828
scroll_07507,2,0.98,1.96,sniper_pair,0.794,0.0137,2024-12-10T10:34:08.060850
scroll_07508,4,0.67,2.68,fireteam,0.92,0.0154,2024-06-23T10:34:08.060867
scroll_07509,4,0.96,3.84,squad,0.983,0.0178,2025-03-19T10:34:08.060886
scroll_07510,6,0.97,5.82,company,1.476,0.0201,2024-06-19T10:34:08.060904
scroll_07511,4,0.97,3.88,squad,1.039,0.0189,2024-09-23T10:34:08.060922
scroll_07512,2,0.64,1.28,sniper_pair,0.894,0.0116,2025-03-14T10:34:08.060940
